Time,Temperature,Humidity,WaterFlow,Power,Current,Battery,Motion,GroundTruthAnomaly,EventCode
2026-03-02 02:20:00,20.082,54.097,11.333,281.338,1.1587,40.307,0,1,1
2026-03-02 02:25:00,19.819,53.969,10.495,294.324,1.3018,37.861,0,1,1
2026-03-02 02:30:00,20.415,53.543,9.339,341.81,1.5019,36.719,0,1,1
2026-03-02 02:35:00,19.663,54.977,10.425,368.736,1.6048,35.485,0,1,1
2026-03-02 02:40:00,20.357,60.2,11.385,399.22,1.643,41.144,0,1,1
2026-03-02 02:45:00,20.026,57.112,8.571,390.102,1.7173,35.828,0,1,1
2026-03-02 02:50:00,20.512,57.888,10.38,331.652,1.3996,35.02,0,1,1
2026-03-02 02:55:00,20.376,57.905,8.971,481.694,2.0154,37.029,1,1,1
2026-03-02 03:00:00,20.762,59.434,10.949,292.592,1.3735,33.893,0,1,1
2026-03-02 03:05:00,20.394,56.811,10.422,228.258,1.166,34.61,0,1,1
2026-03-02 03:10:00,19.602,53.835,11.311,290.379,1.4179,37.317,0,1,1
2026-03-02 03:15:00,20.143,57.572,10.509,281.81,1.2773,36.274,0,1,1
2026-03-02 03:20:00,19.772,59.748,8.552,290.236,1.2406,34.763,0,1,1
2026-03-02 03:25:00,20.018,56.914,10.031,271.049,1.1728,35.145,0,1,1
2026-03-02 03:30:00,20.746,51.302,0.019,297.252,1.3248,34.239,0,0,0
2026-03-02 03:35:00,20.459,50.331,0.055,355.493,1.512,34.607,0,0,0
2026-03-02 03:40:00,20.011,54.235,0.548,509.489,2.3207,33.365,1,0,0
2026-03-02 03:45:00,19.922,52.833,0.066,223.996,0.811,33.456,0,0,0
2026-03-02 03:50:00,20.31,52.608,0.034,246.786,1.0493,33.241,0,0,0
2026-03-02 03:55:00,19.895,52.503,0.024,272.785,1.2501,32.91,0,0,0
2026-03-02 04:00:00,20.11,51.263,0.0,357.116,1.4851,35.418,0,0,0
2026-03-02 04:05:00,20.478,51.63,0.0,302.397,1.2956,34.872,0,0,0
2026-03-02 04:10:00,20.799,49.084,0.0,272.496,1.2323,32.194,0,0,0
2026-03-02 04:15:00,20.634,47.222,0.039,350.381,1.6449,31.689,0,0,0
2026-03-02 04:20:00,19.646,51.366,0.0,362.185,1.4712,33.144,0,0,0
2026-03-02 04:25:00,20.582,51.615,0.061,307.16,1.226,36.524,0,0,0
2026-03-02 04:30:00,20.53,53.143,0.031,261.896,1.063,31.672,0,0,0
2026-03-02 04:35:00,20.679,53.728,0.024,320.236,1.2693,32.907,0,0,0
2026-03-02 04:40:00,21.13,53.656,0.009,291.112,1.1484,33.228,0,0,0
2026-03-02 04:45:00,19.874,48.963,0.046,289.245,1.1798,32.891,0,0,0
2026-03-02 04:50:00,20.421,50.052,0.01,272.867,1.2851,32.336,0,0,0
2026-03-02 04:55:00,20.868,51.476,0.005,445.462,1.9118,34.739,1,0,0
2026-03-02 05:00:00,20.141,55.093,0.06,311.861,1.3584,33.682,0,0,0
2026-03-02 05:05:00,21.245,53.122,0.039,353.602,1.461,34.275,0,0,0
2026-03-02 05:10:00,20.893,52.393,0.024,368.649,1.6535,33.908,0,0,0
2026-03-02 05:15:00,21.096,49.599,0.046,318.9,1.5366,34.394,0,0,0
2026-03-02 05:20:00,20.636,48.624,0.03,264.299,1.0781,35.472,0,0,0
2026-03-02 05:25:00,21.158,51.55,0.04,347.867,1.6504,35.145,0,0,0
2026-03-02 05:30:00,21.285,48.063,0.01,314.748,1.3976,36.701,0,0,0
2026-03-02 05:35:00,21.031,49.527,0.082,430.806,1.8744,35.117,0,0,0
2026-03-02 05:40:00,21.07,49.661,0.016,303.157,1.3501,32.376,0,0,0
2026-03-02 05:45:00,21.122,52.645,0.069,322.951,1.4354,34.751,0,0,0
2026-03-02 05:50:00,20.766,49.048,0.025,299.027,1.4487,34.658,0,0,0
2026-03-02 05:55:00,21.057,45.203,0.05,276.077,1.242,36.597,0,0,0
2026-03-02 06:00:00,21.097,50.408,0.048,265.766,1.1988,32.401,0,0,0
2026-03-02 06:05:00,21.326,48.147,0.059,389.656,1.6604,34.836,1,0,0
2026-03-02 06:10:00,21.584,49.385,0.009,400.611,1.8089,33.135,1,0,0
2026-03-02 06:15:00,20.906,49.055,0.057,1869.689,8.0525,35.096,1,0,0
2026-03-02 06:20:00,21.276,48.62,0.076,385.886,1.6865,34.186,1,0,0
2026-03-02 06:25:00,21.882,50.436,0.024,246.92,1.3042,35.419,0,0,0
2026-03-02 06:30:00,21.148,46.154,0.031,252.886,0.8992,32.788,0,0,0
2026-03-02 06:35:00,21.165,47.882,1.388,,1.2864,36.307,1,0,0
2026-03-02 06:40:00,21.568,49.941,0.021,454.211,1.9966,35.651,1,0,0
2026-03-02 06:45:00,21.838,47.502,0.073,331.579,1.4234,35.806,1,0,0
2026-03-02 06:50:00,21.592,45.608,0.005,413.058,1.7795,38.75,1,0,0
2026-03-02 06:55:00,22.1,49.603,0.006,373.572,1.6315,,1,0,0
2026-03-02 07:00:00,21.98,50.316,0.07,278.588,1.1911,36.863,0,0,0
2026-03-02 07:05:00,22.022,48.107,0.046,253.952,1.1219,36.778,0,0,0
2026-03-02 07:10:00,21.968,44.553,1.832,310.622,1.3115,37.212,1,0,0
2026-03-02 07:15:00,22.635,49.246,0.019,299.23,1.4628,40.546,1,0,0
2026-03-02 07:20:00,21.796,44.88,0.033,446.124,1.9195,37.617,1,0,0
2026-03-02 07:25:00,21.214,48.316,0.013,355.897,1.5929,36.988,1,0,0
2026-03-02 07:30:00,22.524,46.055,0.034,410.102,1.7295,40.973,1,0,0
2026-03-02 07:35:00,21.85,45.457,0.0,2441.963,10.6919,38.041,1,0,0
2026-03-02 07:40:00,22.096,46.64,0.047,322.82,1.4622,36.441,1,0,0
2026-03-02 07:45:00,22.564,46.997,0.038,367.333,1.6306,38.093,1,0,0
2026-03-02 07:50:00,21.593,46.059,0.029,250.153,1.0054,37.698,0,0,0
2026-03-02 07:55:00,21.764,48.169,0.02,277.684,1.1471,37.241,1,0,0
2026-03-02 08:00:00,21.69,46.197,0.008,329.799,1.5688,39.778,1,0,0
2026-03-02 08:05:00,22.02,48.655,1.709,370.999,1.552,40.607,1,0,0
2026-03-02 08:10:00,22.5,47.288,0.001,214.942,0.9858,42.881,0,0,0
2026-03-02 08:15:00,22.577,45.417,0.043,318.244,1.3081,42.46,1,0,0
2026-03-02 08:20:00,22.538,45.006,0.082,325.314,1.4951,42.806,1,0,0
2026-03-02 08:25:00,21.995,43.49,0.067,449.742,1.9005,41.012,1,0,0
2026-03-02 08:30:00,21.729,46.871,0.0,231.514,0.9295,44.108,1,0,0
2026-03-02 08:35:00,22.604,45.601,0.017,358.776,1.5029,45.304,1,0,0
2026-03-02 08:40:00,22.467,41.862,0.041,221.071,0.9169,44.252,0,0,0
2026-03-02 08:45:00,22.84,45.06,0.028,293.61,1.3089,44.745,1,0,0
2026-03-02 08:50:00,22.972,44.296,0.0,312.426,1.3639,42.67,1,0,0
2026-03-02 08:55:00,22.821,48.648,0.04,363.3,1.492,46.612,1,0,0
2026-03-02 09:00:00,23.085,42.641,0.03,270.351,1.1732,48.171,0,0,0
2026-03-02 09:05:00,22.946,43.006,0.078,239.665,0.9505,46.46,0,0,0
2026-03-02 09:10:00,23.097,47.494,0.024,288.491,1.3058,45.565,0,0,0
2026-03-02 09:15:00,22.711,47.835,0.059,297.157,1.3581,46.7,0,0,0
2026-03-02 09:20:00,22.94,43.949,0.0,271.278,1.1776,46.804,0,0,0
2026-03-02 09:25:00,23.116,44.05,0.004,195.368,0.8712,47.391,0,0,0
2026-03-02 09:30:00,23.379,46.196,0.048,251.66,1.2343,49.405,0,0,0
2026-03-02 09:35:00,22.998,40.797,0.057,251.005,1.0787,49.358,0,0,0
2026-03-02 09:40:00,23.362,41.537,0.006,177.8,0.6975,50.955,0,0,0
2026-03-02 09:45:00,23.13,44.283,0.031,135.478,0.6354,50.52,0,0,0
2026-03-02 09:50:00,23.225,47.481,0.0,109.71,0.3864,49.186,0,0,0
2026-03-02 09:55:00,23.599,43.811,0.025,223.998,0.9571,50.253,0,0,0
2026-03-02 10:00:00,22.652,44.682,0.051,235.77,0.9772,50.685,0,0,0
2026-03-02 10:05:00,22.938,46.447,0.019,248.631,1.0249,51.778,1,0,0
2026-03-02 10:10:00,22.913,48.106,0.024,275.441,1.1776,55.281,0,0,0
2026-03-02 10:15:00,22.655,43.184,0.002,225.591,1.0528,56.055,0,0,0
2026-03-02 10:20:00,23.274,44.102,0.014,385.778,1.7658,54.914,1,0,0
2026-03-02 10:25:00,23.813,47.323,0.074,236.308,1.1015,54.375,0,0,0
2026-03-02 10:30:00,23.49,41.216,0.032,251.68,1.1212,52.694,1,0,0
2026-03-02 10:35:00,23.696,45.72,0.005,334.965,1.4358,55.608,1,0,0
2026-03-02 10:40:00,24.045,41.953,0.022,251.078,0.903,54.636,0,0,0
2026-03-02 10:45:00,24.165,43.888,0.0,183.596,0.8277,58.811,0,0,0
2026-03-02 10:50:00,23.712,43.185,0.005,133.925,0.3999,54.5,0,0,0
2026-03-02 10:55:00,24.245,41.818,0.064,218.313,0.7953,58.031,0,0,0
2026-03-02 11:00:00,23.838,41.695,0.026,157.339,0.6711,56.689,0,0,0
2026-03-02 11:05:00,23.546,43.886,0.077,273.655,1.211,58.531,0,0,0
2026-03-02 11:10:00,23.664,45.106,0.028,189.265,0.7868,60.09,0,0,0
2026-03-02 11:15:00,23.386,43.007,3.436,306.198,1.4541,61.168,0,0,0
2026-03-02 11:20:00,23.624,43.296,0.046,189.235,0.8597,60.088,1,0,0
2026-03-02 11:25:00,23.84,44.129,0.0,218.228,0.9289,61.863,0,0,0
2026-03-02 11:30:00,24.277,41.284,0.035,384.215,1.7814,60.269,1,0,0
2026-03-02 11:35:00,24.626,44.299,0.029,161.449,0.8272,62.171,0,0,0
2026-03-02 11:40:00,23.568,44.379,0.067,201.51,0.9171,63.845,0,0,0
2026-03-02 11:45:00,24.217,47.529,0.054,187.983,0.7553,63.375,0,0,0
2026-03-02 11:50:00,23.741,42.106,0.677,172.459,0.7058,62.617,0,0,0
2026-03-02 11:55:00,24.297,41.901,0.061,223.471,0.8559,63.524,0,0,0
2026-03-02 12:00:00,24.109,,0.023,233.752,1.0129,65.994,1,0,0
2026-03-02 12:05:00,23.538,44.091,0.007,203.913,0.8026,63.358,0,0,0
2026-03-02 12:10:00,24.526,41.602,0.035,238.446,1.0104,64.101,0,0,0
2026-03-02 12:15:00,24.011,41.79,0.025,198.32,0.8831,66.938,0,0,0
2026-03-02 12:20:00,24.057,43.442,0.068,155.255,0.5163,65.892,0,0,0
2026-03-02 12:25:00,23.889,40.934,0.039,267.076,1.0601,64.881,0,0,0
2026-03-02 12:30:00,24.054,41.642,0.035,345.763,1.4628,69.593,1,0,0
2026-03-02 12:35:00,24.45,42.501,0.053,153.549,0.6634,66.419,0,0,0
2026-03-02 12:40:00,24.251,44.094,0.057,139.888,0.5687,68.266,0,0,0
2026-03-02 12:45:00,24.448,41.177,0.05,253.989,1.0827,68.128,1,0,0
2026-03-02 12:50:00,24.475,38.915,0.065,241.649,0.9942,69.097,0,0,0
2026-03-02 12:55:00,24.824,38.75,0.045,227.163,0.8717,68.698,0,0,0
2026-03-02 13:00:00,24.255,39.903,0.034,255.84,1.0696,71.571,0,0,0
2026-03-02 13:05:00,23.87,39.78,0.061,194.858,0.8302,71.136,0,0,0
2026-03-02 13:10:00,24.771,41.84,0.028,257.379,1.0942,72.908,1,0,0
2026-03-02 13:15:00,24.292,39.956,0.031,264.251,1.1579,70.976,0,0,0
2026-03-02 13:20:00,24.807,40.811,0.073,183.782,0.8326,75.539,0,0,0
2026-03-02 13:25:00,24.559,40.665,0.071,225.02,1.0329,69.926,0,0,0
2026-03-02 13:30:00,24.385,41.25,,130.083,0.5149,70.841,0,0,0
2026-03-02 13:35:00,24.559,44.41,0.019,279.589,1.0895,76.278,1,0,0
2026-03-02 13:40:00,25.124,43.211,0.067,272.075,1.2847,74.781,0,0,0
2026-03-02 13:45:00,25.172,42.04,0.05,272.824,1.217,,1,0,0
2026-03-02 13:50:00,24.472,41.175,0.038,262.707,1.0658,75.537,0,0,0
2026-03-02 13:55:00,24.506,41.221,0.022,90.423,0.4154,76.145,0,0,0
2026-03-02 14:00:00,24.827,42.59,0.038,188.612,0.9055,76.127,0,0,0
2026-03-02 14:05:00,24.153,43.053,0.029,210.732,1.0546,74.61,0,0,0
2026-03-02 14:10:00,,40.371,0.013,316.802,1.3975,77.659,0,0,0
2026-03-02 14:15:00,24.436,42.076,0.033,157.499,0.7696,77.787,0,0,0
2026-03-02 14:20:00,24.551,38.362,0.037,259.564,1.0318,79.294,0,0,0
2026-03-02 14:25:00,24.145,42.411,0.021,281.68,1.2218,80.143,0,0,0
2026-03-02 14:30:00,23.875,43.415,0.053,184.783,0.7766,78.33,0,0,0
2026-03-02 14:35:00,23.699,41.554,0.062,204.864,0.9181,76.32,0,0,0
2026-03-02 14:40:00,24.025,45.346,0.054,234.166,1.147,81.138,0,0,0
2026-03-02 14:45:00,24.247,40.51,0.023,145.89,0.6543,77.26,0,0,0
2026-03-02 14:50:00,24.295,42.51,0.049,203.36,0.8092,79.592,0,0,0
2026-03-02 14:55:00,25.065,42.079,0.032,299.621,1.2016,78.988,0,0,0
2026-03-02 15:00:00,24.762,41.99,0.0,259.249,1.2588,79.005,0,0,0
2026-03-02 15:05:00,24.025,41.994,0.047,222.973,1.0106,81.065,0,0,0
2026-03-02 15:10:00,24.47,42.424,0.034,238.928,1.0747,80.542,0,0,0
2026-03-02 15:15:00,24.191,43.792,0.095,265.796,1.1281,81.192,0,0,0
2026-03-02 15:20:00,24.218,44.781,0.066,277.487,1.2279,79.434,0,0,0
2026-03-02 15:25:00,24.365,42.336,0.048,205.583,0.8149,80.622,0,0,0
2026-03-02 15:30:00,24.499,43.848,0.036,321.796,1.4301,79.943,0,0,0
2026-03-02 15:35:00,24.145,41.16,0.034,311.007,1.2582,81.002,0,0,0
2026-03-02 15:40:00,24.616,43.847,0.005,277.099,1.176,81.314,0,0,0
2026-03-02 15:45:00,23.823,41.144,0.0,194.747,0.7953,84.44,0,0,0
2026-03-02 15:50:00,24.204,44.528,0.008,186.277,0.5493,81.454,0,0,0
2026-03-02 15:55:00,25.088,46.596,0.029,225.723,0.9537,78.813,0,0,0
2026-03-02 16:00:00,24.233,42.45,,248.342,1.0078,84.241,0,0,0
2026-03-02 16:05:00,24.632,38.779,0.016,149.064,0.6313,82.957,0,0,0
2026-03-02 16:10:00,24.137,41.797,,369.886,1.6083,82.211,1,0,0
2026-03-02 16:15:00,24.283,45.06,1.964,319.85,1.5321,81.864,0,0,0
2026-03-02 16:20:00,24.032,43.9,0.013,282.123,1.251,81.2,0,0,0
2026-03-02 16:25:00,23.965,43.416,0.021,214.625,0.9599,85.616,0,0,0
2026-03-02 16:30:00,23.723,44.849,0.073,209.52,0.9506,82.864,0,0,0
2026-03-02 16:35:00,24.116,43.973,0.047,271.121,1.2485,80.245,0,0,0
2026-03-02 16:40:00,23.637,45.362,0.016,247.627,1.113,83.396,0,0,0
2026-03-02 16:45:00,24.137,44.896,0.028,281.867,1.248,84.756,0,0,0
2026-03-02 16:50:00,24.252,46.053,0.668,387.045,1.7397,83.211,1,0,0
2026-03-02 16:55:00,23.967,44.034,0.011,320.466,1.1992,81.642,0,0,0
2026-03-02 17:00:00,23.705,45.094,0.011,294.616,1.4481,81.513,1,0,0
2026-03-02 17:05:00,23.93,42.99,0.055,370.551,1.7383,81.618,1,0,0
2026-03-02 17:10:00,23.628,42.539,0.02,339.858,1.495,85.259,1,0,0
2026-03-02 17:15:00,24.028,46.775,0.003,260.919,1.0214,82.839,0,0,0
2026-03-02 17:20:00,23.023,44.175,0.029,410.387,1.8811,80.387,1,0,0
2026-03-02 17:25:00,23.51,45.319,0.033,322.873,1.3483,83.428,0,0,0
2026-03-02 17:30:00,22.892,44.179,3.943,442.778,1.9678,82.998,1,0,0
2026-03-02 17:35:00,23.028,42.988,3.453,390.787,1.5964,82.036,1,0,0
2026-03-02 17:40:00,23.989,44.152,0.052,267.848,1.3427,81.09,0,0,0
2026-03-02 17:45:00,23.786,46.807,0.041,356.513,1.4347,80.924,1,0,0
2026-03-02 17:50:00,23.18,45.313,0.086,276.535,1.2078,84.037,1,0,0
2026-03-02 17:55:00,22.865,41.325,0.061,447.158,1.7744,82.655,1,0,0
2026-03-02 18:00:00,22.312,44.113,0.066,357.296,1.5502,82.866,1,0,0
2026-03-02 18:05:00,23.118,47.803,4.234,404.351,1.724,82.368,1,0,0
2026-03-02 18:10:00,24.113,44.306,3.917,415.398,1.8971,82.334,1,0,0
2026-03-02 18:15:00,23.375,41.548,0.034,311.086,1.3185,80.971,1,0,0
2026-03-02 18:20:00,22.984,48.294,1.723,330.317,1.5273,81.184,1,0,0
2026-03-02 18:25:00,23.299,46.215,0.016,467.707,1.9516,83.048,1,0,0
2026-03-02 18:30:00,22.546,44.961,3.092,400.111,1.7171,83.219,1,0,0
2026-03-02 18:35:00,22.943,44.519,0.014,353.716,1.5169,79.05,1,0,0
2026-03-02 18:40:00,23.037,47.238,0.04,380.206,1.6927,80.345,1,0,0
2026-03-02 18:45:00,22.927,44.417,0.014,448.399,1.979,81.681,1,0,0
2026-03-02 18:50:00,23.188,47.563,0.013,441.538,1.9775,82.998,1,0,0
2026-03-02 18:55:00,22.986,46.577,0.04,311.004,1.3735,82.591,1,0,0
2026-03-02 19:00:00,23.053,46.146,0.027,483.003,2.1529,78.457,1,0,0
2026-03-02 19:05:00,22.532,46.073,0.0,447.726,1.8748,81.285,1,0,0
2026-03-02 19:10:00,23.04,45.603,0.0,387.663,1.7166,79.173,1,0,0
2026-03-02 19:15:00,23.249,47.907,0.001,236.956,1.1589,80.353,0,0,0
2026-03-02 19:20:00,22.292,44.574,0.008,361.912,1.4391,79.661,0,0,0
2026-03-02 19:25:00,22.274,43.32,0.04,426.574,1.8938,76.265,1,0,0
2026-03-02 19:30:00,23.005,47.453,0.035,321.609,1.4524,78.659,1,0,0
2026-03-02 19:35:00,22.423,47.592,0.057,390.428,1.8144,79.006,1,0,0
2026-03-02 19:40:00,22.933,47.429,0.049,481.523,2.1517,77.121,0,0,0
2026-03-02 19:45:00,22.239,47.407,0.057,311.868,1.364,76.427,0,0,0
2026-03-02 19:50:00,22.855,46.205,0.045,366.514,1.6279,74.074,1,0,0
2026-03-02 19:55:00,,48.308,0.035,353.202,1.4769,77.085,1,0,0
2026-03-02 20:00:00,22.34,46.918,0.057,507.465,2.1753,75.991,1,0,0
2026-03-02 20:05:00,22.75,46.232,0.053,362.941,1.4711,73.905,0,0,0
2026-03-02 20:10:00,22.027,46.657,0.039,395.02,1.8364,74.401,0,0,0
2026-03-02 20:15:00,21.777,50.964,1.696,427.54,1.8949,74.715,1,0,0
2026-03-02 20:20:00,21.901,44.313,0.0,484.121,2.0316,73.232,1,0,0
2026-03-02 20:25:00,22.169,48.444,0.023,369.734,1.6292,73.652,1,0,0
2026-03-02 20:30:00,21.415,44.63,0.022,426.556,1.9473,70.594,1,0,0
2026-03-02 20:35:00,22.138,47.566,0.059,339.603,1.556,74.807,0,0,0
2026-03-02 20:40:00,21.679,47.088,0.069,496.03,2.0824,72.363,1,0,0
2026-03-02 20:45:00,22.223,44.222,0.0,438.691,1.6566,70.24,1,0,0
2026-03-02 20:50:00,20.936,48.782,0.065,387.888,1.7181,67.743,1,0,0
2026-03-02 20:55:00,21.452,47.504,0.001,426.93,1.7853,72.513,1,0,0
2026-03-02 21:00:00,21.09,44.516,0.001,237.295,1.0815,71.337,0,0,0
2026-03-02 21:05:00,21.345,49.91,0.024,297.912,1.3713,70.341,1,0,0
2026-03-02 21:10:00,21.675,51.087,0.022,377.333,1.7297,70.839,0,0,0
2026-03-02 21:15:00,21.48,51.289,0.0,407.018,1.9092,70.349,1,0,0
2026-03-02 21:20:00,21.409,49.356,0.046,414.245,1.9,68.857,1,0,0
2026-03-02 21:25:00,21.397,48.895,0.047,475.294,2.2065,67.687,1,0,0
2026-03-02 21:30:00,21.479,51.304,0.056,507.37,2.3163,66.941,1,0,0
2026-03-02 21:35:00,21.011,52.042,0.019,460.848,2.121,67.692,1,0,0
2026-03-02 21:40:00,21.568,51.154,0.029,538.385,2.3375,68.646,1,0,0
2026-03-02 21:45:00,21.509,47.517,0.029,460.851,1.9006,65.882,1,0,0
2026-03-02 21:50:00,21.369,49.671,0.072,450.659,2.158,67.732,1,0,0
2026-03-02 21:55:00,21.387,50.196,0.0,448.065,1.9531,65.555,1,0,0
2026-03-02 22:00:00,21.254,46.243,3.792,364.92,1.6849,65.042,1,0,0
2026-03-02 22:05:00,21.821,50.439,0.03,393.951,1.6688,67.55,0,0,0
2026-03-02 22:10:00,21.037,53.778,0.003,207.59,0.9797,65.89,0,0,0
2026-03-02 22:15:00,20.92,50.93,0.024,405.537,1.5676,65.395,1,0,0
2026-03-02 22:20:00,20.724,52.52,0.027,344.703,1.4659,61.145,0,0,0
2026-03-02 22:25:00,20.588,50.286,0.014,300.635,1.2992,65.091,0,0,0
2026-03-02 22:30:00,20.475,49.912,0.032,319.825,1.4276,61.14,0,0,0
2026-03-02 22:35:00,20.562,50.816,0.046,541.406,2.4397,60.38,1,0,0
2026-03-02 22:40:00,20.811,48.745,2.044,501.5,2.0929,56.94,1,0,0
2026-03-02 22:45:00,20.916,48.562,1.909,403.565,1.8074,60.125,1,0,0
2026-03-02 22:50:00,20.782,52.657,0.026,320.934,1.4935,,0,0,0
2026-03-02 22:55:00,20.461,52.928,0.03,276.968,1.3919,59.158,0,0,0
2026-03-02 23:00:00,21.009,48.752,0.0,386.389,1.7365,56.258,0,0,0
2026-03-02 23:05:00,20.92,52.354,0.042,334.258,1.4165,60.151,0,0,0
2026-03-02 23:10:00,20.572,50.53,0.019,240.185,0.9425,57.737,0,0,0
2026-03-02 23:15:00,20.367,51.371,0.062,354.198,1.6863,59.785,0,0,0
2026-03-02 23:20:00,20.757,51.659,0.045,373.08,1.6811,54.287,0,0,0
2026-03-02 23:25:00,20.6,52.689,0.059,402.158,1.7468,57.602,0,0,0
2026-03-02 23:30:00,19.998,51.116,0.005,345.367,1.372,52.033,0,0,0
2026-03-02 23:35:00,20.452,53.571,0.021,329.087,1.3563,54.509,0,0,0
2026-03-02 23:40:00,20.54,51.653,0.0,458.978,2.0461,52.711,0,0,0
2026-03-02 23:45:00,20.106,52.281,0.012,350.212,1.551,52.451,0,0,0
2026-03-02 23:50:00,20.461,49.717,0.061,389.509,1.5378,51.814,0,0,0
2026-03-02 23:55:00,19.86,55.16,0.067,320.309,1.4433,50.686,0,0,0
2026-03-03 00:00:00,21.062,52.176,0.001,387.945,1.5612,49.64,0,0,0
2026-03-03 00:05:00,21.008,52.667,0.019,269.924,1.2819,50.341,0,0,0
2026-03-03 00:10:00,20.46,48.54,0.028,324.52,1.4276,50.656,0,0,0
2026-03-03 00:15:00,20.654,50.004,0.045,283.395,1.1951,51.71,0,0,0
2026-03-03 00:20:00,19.663,53.76,0.0,316.46,1.4551,49.893,0,0,0
2026-03-03 00:25:00,20.082,52.093,0.0,418.36,1.8472,50.689,0,0,0
2026-03-03 00:30:00,20.365,48.175,0.042,315.723,1.4787,46.216,0,0,0
2026-03-03 00:35:00,20.074,53.529,0.0,388.689,1.6964,47.282,0,0,0
2026-03-03 00:40:00,20.683,50.72,0.019,432.386,1.891,48.501,0,0,0
2026-03-03 00:45:00,21.116,54.275,0.034,347.138,1.4865,47.458,0,0,0
2026-03-03 00:50:00,19.99,51.61,0.04,402.998,1.7732,45.165,0,0,0
2026-03-03 00:55:00,20.095,52.169,0.026,377.204,1.7759,47.376,0,0,0
2026-03-03 01:00:00,20.457,53.952,0.021,354.019,1.499,44.703,0,0,0
2026-03-03 01:05:00,20.927,50.241,0.051,388.471,1.7408,43.865,0,0,0
2026-03-03 01:10:00,19.924,50.094,0.037,447.957,1.8772,45.298,0,0,0
2026-03-03 01:15:00,20.429,51.55,0.014,311.235,1.1879,44.12,0,0,0
2026-03-03 01:20:00,20.971,53.413,0.031,293.022,1.2906,42.876,0,0,0
2026-03-03 01:25:00,19.747,49.546,0.04,289.255,1.2873,42.382,0,0,0
2026-03-03 01:30:00,19.87,48.955,0.073,399.365,1.7276,41.176,0,0,0
2026-03-03 01:35:00,20.165,53.453,0.05,406.187,1.6464,41.758,0,0,0
2026-03-03 01:40:00,20.126,50.896,0.06,313.905,1.3891,43.58,0,0,0
2026-03-03 01:45:00,20.589,51.283,0.015,225.3,1.0009,41.883,0,0,0
2026-03-03 01:50:00,,48.653,0.017,304.979,1.2549,42.548,0,0,0
2026-03-03 01:55:00,19.679,50.777,0.024,371.503,1.507,41.486,0,0,0
2026-03-03 02:00:00,20.48,51.986,0.026,336.952,1.4448,39.404,0,0,0
2026-03-03 02:05:00,20.098,53.673,0.005,349.763,1.5729,37.467,0,0,0
2026-03-03 02:10:00,20.748,50.607,0.062,310.253,1.3823,38.178,0,0,0
2026-03-03 02:15:00,20.085,54.973,0.052,393.978,1.6425,38.197,0,0,0
2026-03-03 02:20:00,20.086,50.749,0.022,356.216,1.5597,37.726,0,0,0
2026-03-03 02:25:00,20.502,50.741,0.046,368.707,1.674,39.974,0,0,0
2026-03-03 02:30:00,20.586,54.724,0.036,344.283,1.4031,39.622,0,0,0
2026-03-03 02:35:00,20.482,52.322,0.048,363.432,1.5852,41.157,0,0,0
2026-03-03 02:40:00,19.743,50.93,0.0,358.845,1.6674,36.376,0,0,0
2026-03-03 02:45:00,20.531,51.625,0.026,281.585,1.1223,39.609,0,0,0
2026-03-03 02:50:00,19.99,54.317,0.029,352.128,1.6234,39.302,0,0,0
2026-03-03 02:55:00,20.445,54.496,0.046,469.098,2.1691,36.279,1,0,0
2026-03-03 03:00:00,19.877,50.359,0.014,393.03,1.6911,37.06,0,0,0
2026-03-03 03:05:00,20.544,51.724,0.0,351.292,1.4999,37.943,0,0,0
2026-03-03 03:10:00,20.12,51.931,0.003,274.203,1.2748,35.736,0,0,0
2026-03-03 03:15:00,19.968,49.959,0.028,281.532,1.2092,35.374,0,0,0
2026-03-03 03:20:00,20.683,51.598,0.032,301.062,1.1207,34.401,0,0,0
2026-03-03 03:25:00,20.534,51.67,0.072,334.235,1.4453,31.577,0,0,0
2026-03-03 03:30:00,20.253,53.672,0.045,315.89,1.4111,35.009,0,0,0
2026-03-03 03:35:00,20.994,53.75,0.032,354.586,1.6009,33.635,1,0,0
2026-03-03 03:40:00,20.352,50.939,0.029,258.016,1.0514,32.895,0,0,0
2026-03-03 03:45:00,20.538,51.099,0.058,203.471,0.8631,34.96,0,0,0
2026-03-03 03:50:00,20.643,52.631,0.015,146.04,0.7131,31.98,0,0,0
2026-03-03 03:55:00,20.354,50.33,0.026,309.066,1.339,35.208,0,0,0
2026-03-03 04:00:00,20.76,52.39,0.003,442.613,1.8021,34.577,0,0,0
2026-03-03 04:05:00,20.432,51.116,0.065,412.492,1.8925,33.116,0,0,0
2026-03-03 04:10:00,20.5,49.472,0.04,258.52,1.1069,33.498,0,0,0
2026-03-03 04:15:00,21.148,49.435,0.012,319.205,1.4751,31.695,0,0,0
2026-03-03 04:20:00,20.334,53.7,0.027,229.031,0.8842,34.505,0,0,0
2026-03-03 04:25:00,19.881,50.751,0.043,236.026,1.0165,33.572,0,0,0
2026-03-03 04:30:00,21.318,53.919,0.024,240.927,1.0883,33.607,0,0,0
2026-03-03 04:35:00,21.677,49.975,0.017,292.968,1.2668,33.901,0,0,0
2026-03-03 04:40:00,20.673,51.354,0.014,293.906,1.1832,32.132,0,0,0
2026-03-03 04:45:00,20.168,55.066,0.038,316.399,1.1847,30.775,0,0,0
